return_id,order_id,return_date,return_reason,refund_amount,reverse_logistics_cost
RT0002470,SN260212002470,2026-02-23,Size issue,1357.36,80
RT0002471,SN251108002471,2025-11-15,Size issue,4048.18,80
RT0002473,SN260304002473,2026-03-14,Quality not as expected,952.01,80
RT0002484,SN260211002484,2026-02-17,Size issue,1279.47,80
RT0002491,SN260310002491,2026-03-15,Size issue,3015.61,80
RT0002492,SN260203002492,2026-02-12,Size issue,1221.48,80
RT0002496,SN260321002496,2026-03-25,Style/fit not as expected,1422.44,80
RT0002509,SN251105002509,2025-11-19,Style/fit not as expected,1403.74,80
RT0002511,SN260102002511,2026-01-04,Size issue,687.06,80
RT0002525,SN251030002525,2025-11-12,Size issue,2313.36,80
RT0002527,SN251120002527,2025-11-28,Size issue,1713.75,80
RT0002537,SN251007002537,2025-10-16,Changed mind,859.46,80
RT0002543,SN260325002543,2026-03-27,Size issue,3102.22,80
RT0002552,SN260127002552,2026-02-09,Size issue,877.77,80
RT0002554,SN260203002554,2026-02-14,Quality not as expected,971.01,80
RT0002558,SN260120002558,2026-01-25,Late delivery,1409.95,80
RT0002564,SN251017002564,2025-10-28,Size issue,942.56,80
RT0002571,SN260227002571,2026-03-05,Size issue,2070.26,80
RT0002581,SN260104002581,2026-01-13,Size issue,2625.21,80
RT0002582,SN260320002582,2026-03-31,Size issue,1386.38,80
RT0002585,SN260109002585,2026-01-16,Size issue,2146.41,0
RT0002592,SN251017002592,2025-10-24,Quality not as expected,1663.07,80
RT0002596,SN260212002596,2026-02-18,Size issue,1617.94,80
RT0002604,SN260111002604,2026-01-21,Size issue,2757.72,80
RT0002606,SN251001002606,2025-10-07,Size issue,1122.24,80
RT0002610,SN251024002610,2025-10-27,Style/fit not as expected,1733.14,80
RT0002616,SN260224002616,2026-03-02,Wrong item delivered,2268.53,80
RT0002618,SN260119002618,2026-02-02,Changed mind,1204.81,80
RT0002620,SN251218002620,2025-12-22,Size issue,3060.54,0
RT0002624,SN251028002624,2025-11-10,Changed mind,836.83,80
RT0002635,SN260119002635,2026-01-29,Size issue,1458.12,80
RT0002639,SN260316002639,2026-03-20,Changed mind,1759.56,80
RT0002644,SN260130002644,2026-02-13,Size issue,3054.34,80
RT0002649,SN251213002649,2025-12-25,Changed mind,1631.54,80
RT0002651,SN251014002651,2025-10-25,Style/fit not as expected,998.68,80
RT0002661,SN251027002661,2025-10-31,Changed mind,2471.04,80
RT0002663,SN260220002663,2026-02-25,Size issue,3077.34,80
RT0002664,SN251001002664,2025-10-03,Quality not as expected,1711.75,80
RT0002665,SN260311002665,2026-03-14,Late delivery,2398.83,0
RT0002666,SN251118002666,2025-11-28,Size issue,4774.94,80
RT0002669,SN260113002669,2026-01-18,Style/fit not as expected,1600.22,80
RT0002680,SN260314002680,2026-03-23,Late delivery,2545.4,80
RT0002681,SN260223002681,2026-02-26,Size issue,1127.43,80
RT0002691,SN260202002691,2026-02-13,Size issue,2692.49,80
RT0002692,SN260102002692,2026-01-14,Size issue,2361.62,80
RT0002696,SN260210002696,2026-02-18,Size issue,876.73,80
RT0002697,SN260216002697,2026-02-23,Changed mind,2939.7,80
RT0002701,SN260121002701,2026-01-29,Quality not as expected,965.47,80
RT0002706,SN251205002706,2025-12-16,Style/fit not as expected,3192.26,80
RT0002709,SN251225002709,2025-12-29,Size issue,1978.23,80
RT0002719,SN251008002719,2025-10-11,Quality not as expected,1385.66,80
RT0002721,SN260122002721,2026-02-04,Style/fit not as expected,673.65,80
RT0002729,SN260301002729,2026-03-09,Size issue,2090.9,0
RT0002731,SN251001002731,2025-10-12,Style/fit not as expected,2692.49,80
RT0002735,SN251009002735,2025-10-20,Quality not as expected,1049.69,0
RT0002736,SN260218002736,2026-03-03,Wrong item delivered,1176.16,80
RT0002737,SN260131002737,2026-02-06,Size issue,2078.64,80
RT0002739,SN251110002739,2025-11-19,Size issue,1213.94,80
RT0002748,SN260222002748,2026-03-05,Style/fit not as expected,2921.84,80
RT0002750,SN251115002750,2025-11-24,Changed mind,605.23,80
RT0002770,SN251027002770,2025-10-30,Size issue,1843.19,80
RT0002771,SN251013002771,2025-10-26,Style/fit not as expected,6966.03,80
RT0002776,SN251008002776,2025-10-16,Size issue,4391.48,80
RT0002782,SN251127002782,2025-12-02,Size issue,2172.55,80
RT0002784,SN251205002784,2025-12-17,Quality not as expected,3400.66,80
RT0002796,SN260106002796,2026-01-13,Size issue,1943.65,80
RT0002798,SN251218002798,2026-01-01,Changed mind,2963.55,80
RT0002806,SN251112002806,2025-11-22,Size issue,990.37,80
RT0002807,SN251110002807,2025-11-20,Style/fit not as expected,1270.47,80
RT0002812,SN251222002812,2025-12-24,Wrong item delivered,1597.5,80
RT0002813,SN260311002813,2026-03-18,Size issue,1333.04,80
RT0002815,SN251115002815,2025-11-23,Size issue,4925.02,80
RT0002816,SN251217002816,2025-12-25,Quality not as expected,1155.72,80
RT0002817,SN260310002817,2026-03-18,Style/fit not as expected,1400.61,80
RT0002818,SN251229002818,2026-01-10,Size issue,2403.26,80
RT0002824,SN251009002824,2025-10-13,Size issue,3264.75,80
RT0002836,SN260203002836,2026-02-13,Changed mind,1345.84,80
RT0002839,SN260318002839,2026-03-25,Size issue,3630.06,80
RT0002843,SN260301002843,2026-03-15,Size issue,2282.62,80
RT0002844,SN251105002844,2025-11-17,Quality not as expected,1055.66,80
RT0002852,SN260224002852,2026-03-10,Size issue,2125.19,80
RT0002865,SN251222002865,2025-12-29,Size issue,800.13,80
RT0002877,SN260123002877,2026-01-30,Size issue,1716.38,80
RT0002881,SN260223002881,2026-03-09,Size issue,2311.98,80
RT0002884,SN260119002884,2026-02-01,Size issue,1940.46,80
RT0002885,SN251216002885,2025-12-26,Quality not as expected,748.46,80
RT0002886,SN251013002886,2025-10-25,Style/fit not as expected,3378.32,80
RT0002892,SN260202002892,2026-02-07,Late delivery,1266.46,80
RT0002893,SN251015002893,2025-10-19,Late delivery,562.02,80
RT0002896,SN251104002896,2025-11-06,Size issue,2363.09,80
RT0002897,SN251126002897,2025-12-04,Style/fit not as expected,1986.41,80
RT0002899,SN260306002899,2026-03-18,Size issue,1012.22,80
RT0002908,SN251206002908,2025-12-14,Size issue,1735.89,80
RT0002913,SN251020002913,2025-10-29,Changed mind,3727.41,80
RT0002922,SN260325002922,2026-03-30,Style/fit not as expected,4003.42,80
RT0002924,SN251005002924,2025-10-14,Size issue,1363.28,80
RT0002934,SN251109002934,2025-11-17,Size issue,924.74,80
RT0002936,SN251119002936,2025-11-25,Quality not as expected,617.01,80
RT0002942,SN260108002942,2026-01-22,Size issue,4011.58,80
RT0002945,SN251031002945,2025-11-04,Style/fit not as expected,1903.42,80
RT0002951,SN260316002951,2026-03-24,Quality not as expected,765.97,80
RT0002962,SN251028002962,2025-11-02,Style/fit not as expected,1521.71,80
RT0002977,SN260301002977,2026-03-03,Quality not as expected,1559.41,80
RT0003008,SN251229003008,2026-01-11,Size issue,3472.68,80
RT0003012,SN251223003012,2026-01-05,Late delivery,2435.49,80
RT0003013,SN251026003013,2025-11-02,Wrong item delivered,1644.19,80
RT0003016,SN251216003016,2025-12-30,Late delivery,1525.91,80
RT0003018,SN251214003018,2025-12-19,Size issue,2151.52,80
RT0003022,SN251120003022,2025-11-24,Size issue,668.89,80
RT0003029,SN251029003029,2025-11-03,Late delivery,836.8,80
RT0003040,SN260109003040,2026-01-19,Quality not as expected,2036.24,80
RT0003042,SN260203003042,2026-02-05,Style/fit not as expected,2362.44,80
RT0003048,SN260322003048,2026-03-27,Changed mind,2786.76,80
RT0003050,SN260224003050,2026-03-09,Quality not as expected,1340.04,80
RT0003054,SN251227003054,2026-01-05,Size issue,1238.27,80
RT0003058,SN260119003058,2026-01-26,Late delivery,1407.98,80
RT0003063,SN260105003063,2026-01-08,Style/fit not as expected,1636.7,80
RT0003065,SN251216003065,2025-12-28,Quality not as expected,3502.2,80
RT0003075,SN260107003075,2026-01-13,Changed mind,1494.9,80
RT0003079,SN251204003079,2025-12-11,Size issue,1022.71,80
RT0003082,SN251022003082,2025-11-05,Size issue,1157.06,80
RT0003083,SN251006003083,2025-10-17,Size issue,3257.88,80
RT0003084,SN251209003084,2025-12-18,Style/fit not as expected,1792.1,80
RT0003087,SN251205003087,2025-12-14,Late delivery,2873.04,80
RT0003089,SN251114003089,2025-11-22,Quality not as expected,1185.19,80
RT0003093,SN260217003093,2026-02-20,Quality not as expected,1708.79,80
RT0003095,SN260307003095,2026-03-12,Quality not as expected,1992.75,80
RT0003098,SN251211003098,2025-12-25,Changed mind,840.36,80
RT0003119,SN260114003119,2026-01-18,Size issue,3667.66,80
RT0003123,SN260223003123,2026-02-26,Size issue,5698.1,80
RT0003141,SN260313003141,2026-03-22,Size issue,3368.52,80
RT0003142,SN251215003142,2025-12-28,Size issue,994.5,80
RT0003144,SN251223003144,2025-12-25,Size issue,1912.74,80
RT0003145,SN260304003145,2026-03-14,Size issue,1800.83,80
RT0003146,SN251106003146,2025-11-10,Quality not as expected,1308.47,80
RT0003171,SN260318003171,2026-03-31,Size issue,801.47,80
RT0003173,SN251026003173,2025-11-08,Size issue,1834.61,80
RT0003174,SN260302003174,2026-03-05,Late delivery,1592.92,80
RT0003175,SN251009003175,2025-10-12,Style/fit not as expected,911.84,80
RT0003186,SN251226003186,2025-12-28,Size issue,1914.82,80
RT0003188,SN260206003188,2026-02-20,Size issue,3088.8,80
RT0003195,SN260316003195,2026-03-29,Style/fit not as expected,1219.47,80
RT0003196,SN260308003196,2026-03-10,Size issue,1992.96,80
RT0003199,SN260218003199,2026-03-01,Late delivery,3008.16,80
RT0003231,SN251030003231,2025-11-03,Changed mind,1445.51,80
RT0003234,SN260323003234,2026-03-26,Quality not as expected,1555.9,80
RT0003242,SN260218003242,2026-03-03,Size issue,1231.06,80
RT0003244,SN251229003244,2026-01-06,Style/fit not as expected,4247.08,80
RT0003249,SN251027003249,2025-10-30,Wrong item delivered,1326.4,80
RT0003254,SN251127003254,2025-12-05,Quality not as expected,975.77,80
RT0003261,SN251220003261,2025-12-29,Size issue,1450.64,80
RT0003263,SN260107003263,2026-01-16,Size issue,1204.5,80
RT0003269,SN260214003269,2026-02-21,Style/fit not as expected,750.42,80
RT0003270,SN251224003270,2026-01-04,Style/fit not as expected,1841.46,80
RT0003274,SN251205003274,2025-12-09,Style/fit not as expected,1349.15,80
RT0003279,SN251225003279,2026-01-07,Quality not as expected,1155.35,80
RT0003280,SN251222003280,2026-01-04,Quality not as expected,1516.02,80
RT0003282,SN260313003282,2026-03-17,Size issue,2500.35,80
RT0003297,SN251024003297,2025-10-29,Style/fit not as expected,1340.72,80
RT0003304,SN251018003304,2025-10-27,Style/fit not as expected,1390.34,80
RT0003310,SN251105003310,2025-11-13,Style/fit not as expected,1197.66,80
RT0003312,SN251226003312,2026-01-08,Size issue,859.71,80
RT0003320,SN260327003320,2026-03-29,Size issue,1474.69,80
RT0003322,SN251225003322,2025-12-30,Size issue,1243.56,80
RT0003344,SN251129003344,2025-12-03,Style/fit not as expected,2310.51,80
RT0003349,SN260318003349,2026-03-27,Style/fit not as expected,1491.15,80
RT0003355,SN251226003355,2026-01-03,Quality not as expected,892.97,80
RT0003356,SN260117003356,2026-01-31,Quality not as expected,871.85,80
RT0003357,SN260109003357,2026-01-12,Quality not as expected,2378.82,80
RT0003367,SN251230003367,2026-01-09,Late delivery,873.61,80
RT0003370,SN251210003370,2025-12-18,Size issue,2224.03,80
RT0003382,SN251118003382,2025-11-20,Wrong item delivered,2417.57,80
RT0003387,SN251216003387,2025-12-28,Late delivery,1193.64,80
RT0003398,SN251205003398,2025-12-17,Style/fit not as expected,1733.34,80
RT0003399,SN260112003399,2026-01-21,Changed mind,1354.23,80
RT0003410,SN251205003410,2025-12-12,Quality not as expected,2096.41,80
RT0003419,SN251006003419,2025-10-19,Size issue,2088.1,80
RT0003429,SN251009003429,2025-10-16,Size issue,2613.78,80
RT0003441,SN251003003441,2025-10-06,Changed mind,2090.06,80
RT0003442,SN251016003442,2025-10-22,Size issue,1094.79,80
RT0003446,SN260319003446,2026-03-26,Size issue,1135.15,80
RT0003454,SN260102003454,2026-01-11,Size issue,2231.05,80
RT0003455,SN260312003455,2026-03-22,Quality not as expected,1691.59,80
RT0003459,SN260227003459,2026-03-11,Changed mind,2993.46,80
RT0003471,SN251130003471,2025-12-04,Size issue,2331.28,80
RT0003476,SN260305003476,2026-03-11,Style/fit not as expected,1620.97,80
RT0003500,SN251217003500,2025-12-25,Style/fit not as expected,1778.78,80
RT0003509,SN260217003509,2026-02-25,Size issue,1978.93,0
RT0003514,SN251231003514,2026-01-06,Late delivery,1508.87,80
RT0003526,SN251004003526,2025-10-11,Quality not as expected,1025.7,80
RT0003527,SN260310003527,2026-03-21,Size issue,1333.99,80
RT0003528,SN251107003528,2025-11-17,Style/fit not as expected,1693.7,80
RT0003545,SN260118003545,2026-01-28,Size issue,891.66,80
RT0003552,SN260209003552,2026-02-18,Size issue,1487.83,80
RT0003568,SN260304003568,2026-03-06,Size issue,1486.97,80
RT0003574,SN251129003574,2025-12-07,Changed mind,1808.05,80
RT0003587,SN260306003587,2026-03-10,Size issue,1997.36,80
RT0003591,SN251205003591,2025-12-09,Quality not as expected,946.04,80
RT0003595,SN260124003595,2026-01-28,Changed mind,1391.56,80
RT0003596,SN260109003596,2026-01-13,Size issue,2745.8,80
RT0003601,SN260110003601,2026-01-20,Size issue,1065.19,80
RT0003603,SN260314003603,2026-03-26,Quality not as expected,1510.24,80
RT0003611,SN260126003611,2026-02-08,Size issue,662.84,80
RT0003617,SN260212003617,2026-02-24,Quality not as expected,1362.22,80
RT0003619,SN251019003619,2025-10-24,Size issue,3140.98,80
RT0003626,SN251129003626,2025-12-01,Size issue,1284.4,80
RT0003627,SN260319003627,2026-03-29,Size issue,933.84,80
RT0003644,SN260108003644,2026-01-20,Quality not as expected,1584.92,80
RT0003648,SN260301003648,2026-03-04,Size issue,2360.68,80
RT0003651,SN251103003651,2025-11-06,Size issue,3249.64,80
RT0003659,SN260224003659,2026-03-04,Style/fit not as expected,2685.56,80
RT0003662,SN251027003662,2025-11-04,Style/fit not as expected,1324.39,80
RT0003663,SN251203003663,2025-12-08,Size issue,843.77,80
RT0003668,SN260226003668,2026-03-04,Style/fit not as expected,939.02,80
RT0003676,SN251023003676,2025-11-04,Size issue,3018.86,80
RT0003684,SN260106003684,2026-01-13,Size issue,2271.63,80
RT0003685,SN251013003685,2025-10-24,Style/fit not as expected,1403.43,80
RT0003687,SN251222003687,2026-01-03,Size issue,2005.8,80
RT0003703,SN251212003703,2025-12-23,Quality not as expected,1870.61,80
RT0003705,SN260304003705,2026-03-09,Size issue,2531.58,80
RT0003707,SN251107003707,2025-11-15,Size issue,4387.0,80
RT0003708,SN260313003708,2026-03-27,Quality not as expected,694.11,80
RT0003724,SN260122003724,2026-01-27,Size issue,1809.45,80
RT0003726,SN260228003726,2026-03-13,Size issue,2564.34,80
RT0003730,SN251204003730,2025-12-17,Size issue,1516.94,80
RT0003731,SN251029003731,2025-11-08,Size issue,490.93,80
RT0003741,SN251009003741,2025-10-19,Style/fit not as expected,1522.46,80
RT0003742,SN251231003742,2026-01-11,Size issue,1042.96,80
RT0003746,SN260204003746,2026-02-13,Quality not as expected,1602.75,80
RT0003752,SN260118003752,2026-01-20,Style/fit not as expected,1617.32,80
RT0003753,SN251110003753,2025-11-22,Size issue,1111.81,80
RT0003765,SN260212003765,2026-02-20,Late delivery,1512.56,80
RT0003771,SN251213003771,2025-12-21,Quality not as expected,2073.91,80
RT0003772,SN260223003772,2026-03-07,Size issue,2497.18,80
RT0003773,SN260116003773,2026-01-21,Style/fit not as expected,1217.65,80
RT0003775,SN260121003775,2026-01-25,Quality not as expected,2835.52,80
RT0003776,SN251217003776,2025-12-22,Size issue,1468.2,80
RT0003779,SN251105003779,2025-11-10,Style/fit not as expected,2305.4,0
RT0003786,SN251013003786,2025-10-21,Late delivery,2139.97,80
RT0003793,SN251125003793,2025-12-02,Size issue,3673.18,80
RT0003798,SN260211003798,2026-02-18,Size issue,2415.78,80
RT0003800,SN251221003800,2026-01-01,Size issue,2048.43,80
RT0003804,SN260107003804,2026-01-15,Size issue,1018.16,80
RT0003805,SN251011003805,2025-10-18,Style/fit not as expected,1060.5,80
RT0003806,SN251018003806,2025-10-23,Changed mind,1761.83,80
RT0003820,SN251022003820,2025-10-28,Style/fit not as expected,3142.86,80
RT0003824,SN260120003824,2026-01-31,Style/fit not as expected,1457.59,80
RT0003825,SN260105003825,2026-01-18,Size issue,2911.7,80
RT0003827,SN260102003827,2026-01-05,Quality not as expected,1724.09,80
RT0003830,SN260116003830,2026-01-23,Size issue,1352.9,80
RT0003832,SN251018003832,2025-10-25,Quality not as expected,1275.64,80
RT0003835,SN260206003835,2026-02-17,Size issue,1440.4,80
RT0003838,SN251006003838,2025-10-18,Size issue,1653.69,80
RT0003839,SN260102003839,2026-01-13,Wrong item delivered,2364.13,80
RT0003842,SN251005003842,2025-10-08,Size issue,1620.91,80
RT0003863,SN260122003863,2026-02-03,Size issue,2761.83,80
RT0003872,SN260214003872,2026-02-26,Size issue,1380.07,80
RT0003878,SN260207003878,2026-02-19,Style/fit not as expected,673.1,80
RT0003883,SN260205003883,2026-02-13,Style/fit not as expected,2004.01,80
RT0003894,SN251201003894,2025-12-11,Wrong item delivered,1211.45,0
RT0003898,SN251009003898,2025-10-22,Size issue,731.16,80
RT0003899,SN251114003899,2025-11-19,Size issue,1499.38,80
RT0003910,SN260120003910,2026-01-22,Quality not as expected,1205.5,80
RT0003915,SN251009003915,2025-10-18,Size issue,657.17,80
RT0003917,SN260130003917,2026-02-07,Size issue,1919.26,80
RT0003920,SN251205003920,2025-12-16,Style/fit not as expected,1394.35,80
RT0003921,SN251016003921,2025-10-21,Wrong item delivered,1362.51,80
RT0003927,SN251015003927,2025-10-27,Size issue,2437.65,80
RT0003935,SN251005003935,2025-10-19,Changed mind,1073.28,80
RT0003942,SN251214003942,2025-12-20,Size issue,1380.85,80
RT0003951,SN251202003951,2025-12-05,Size issue,1883.92,80
RT0003953,SN251120003953,2025-12-04,Style/fit not as expected,1345.64,80
RT0003955,SN260316003955,2026-03-29,Quality not as expected,870.88,80
RT0003960,SN260305003960,2026-03-08,Wrong item delivered,1712.58,80
RT0003968,SN260217003968,2026-03-02,Size issue,3234.28,80
RT0003970,SN251217003970,2025-12-22,Size issue,2747.56,80
RT0003976,SN251126003976,2025-11-29,Style/fit not as expected,1065.85,80
RT0003980,SN251107003980,2025-11-16,Size issue,1236.06,80
RT0003986,SN260219003986,2026-02-22,Quality not as expected,2347.06,80
RT0003993,SN251004003993,2025-10-12,Size issue,970.13,80
RT0004010,SN251009004010,2025-10-18,Style/fit not as expected,1079.38,80
RT0004017,SN251202004017,2025-12-12,Size issue,5642.04,80
RT0004040,SN251223004040,2025-12-29,Quality not as expected,1743.02,80
RT0004046,SN260119004046,2026-01-21,Changed mind,1615.79,80
RT0004050,SN260107004050,2026-01-13,Style/fit not as expected,2372.66,80
RT0004067,SN260121004067,2026-01-26,Late delivery,1863.83,80
RT0004076,SN260129004076,2026-01-31,Style/fit not as expected,1274.59,80
RT0004081,SN251009004081,2025-10-18,Size issue,3891.58,0
RT0004088,SN260321004088,2026-03-28,Style/fit not as expected,1156.7,80
RT0004089,SN260103004089,2026-01-16,Size issue,1875.72,80
RT0004095,SN251226004095,2026-01-02,Style/fit not as expected,4052.42,80
RT0004101,SN260309004101,2026-03-19,Style/fit not as expected,960.25,80
